14;Guti;28 ans;-;-;-;-;-;20052006;Milieux;
16;T. Gravesen;28 ans;17;-;-;439;4;20052006;Milieux;
23;D. Beckham;29 ans;31;3;10;1685;38;20052006;Milieux;
31;De la Red;19 ans;3;-;-;26;1;20052006;Milieux;
33;José Jurado;18 ans;3;-;-;6;-;20052006;Milieux;
35;Javi García;17 ans;-;-;-;-;-;20052006;Milieux;
38;Marcos Tébar;18 ans;-;-;-;-;-;20052006;Milieux;
39;Borja Valero;19 ans;-;-;-;-;-;20052006;Milieux;
40;Adrián Martín;22 ans;-;-;-;-;-;20052006;Milieux;
;David Barral;21 ans;-;-;-;-;-;20052006;Attaquants;
7;Raúl;27 ans;26;5;3;30;10;20052006;Attaquants;
8;Júlio Baptista;23 ans;32;8;2;60;23;20052006;Attaquants;
9;Ronaldo;28 ans;23;14;2;61;25;20052006;Attaquants;
17;Javi Portillo;22 ans;-;-;-;-;-;20052006;Attaquants;
19;A. Cassano;22 ans;12;1;2;12;2;20052006;Attaquants;
35;Javier Balboa;19 ans;2;-;-;-;3;20052006;Attaquants;
36;Soldado;19 ans;11;2;-;11;-;20052006;Attaquants;
;Casillas;22 ans;37;-;-;-;-;20042005;Gardiens;
25;César;32 ans;2;-;-;-;-;20042005;Gardiens;
42;Diego López;22 ans;-;-;-;-;-;20042005;Gardiens;
2;Míchel Salgado;28 ans;30;2;-;-;-;20042005;Défenseurs;
3;Roberto Carlos;30 ans;34;3;-;-;-;20042005;Défenseurs;
6;Iván Helguera;28 ans;34;3;-;-;-;20042005;Défenseurs;
15;Raúl Bravo;22 ans;14;-;-;-;-;20042005;Défenseurs;
18;J. Woodgate;23 ans;-;-;-;-;-;20042005;Défenseurs;
19;W. Samuel;25 ans;30;2;-;-;-;20042005;Défenseurs;
22;Francisco Pavón;23 ans;17;-;-;-;-;20042005;Défenseurs;
28;Palencia;19 ans;2;-;-;-;-;20042005;Défenseurs;
33;Álvaro Mejía;21 ans;5;-;-;-;-;20042005;Défenseurs;
34;Juanfran;18 ans;1;-;-;-;-;20042005;Défenseurs;
39;Arbeloa;20 ans;2;-;-;-;-;20042005;Défenseurs;
5;Z. Zidane;31 ans;29;6;-;-;-;20042005;Milieux;
8;Borja Fernández;22 ans;8;-;-;-;-;20042005;Milieux;
10;Luis Figo;31 ans;33;3;-;-;-;20042005;Milieux;
14;Guti;27 ans;31;-;-;-;-;20042005;Milieux;
16;T. Gravesen;27 ans;17;1;-;-;-;20042005;Milieux;
20;Celades;28 ans;22;-;-;-;-;20042005;Milieux;
21;S. Solari;27 ans;27;3;-;-;-;20042005;Milieux;
23;D. Beckham;28 ans;30;4;-;-;-;20042005;Milieux;
31;De la Red;18 ans;-;-;-;-;-;20042005;Milieux;
33;José Jurado;17 ans;-;-;-;-;-;20042005;Milieux;
35;Javi García;16 ans;3;-;-;-;-;20042005;Milieux;
43;Jotha;21 ans;1;-;-;-;-;20042005;Milieux;
7;Raúl;26 ans;32;9;-;-;-;20042005;Attaquants;
8;Morientes;27 ans;12;-;-;-;-;20042005;Attaquants;
9;Ronaldo;27 ans;34;21;-;-;-;20042005;Attaquants;
11;M. Owen;24 ans;36;13;-;-;-;20042005;Attaquants;
17;Javi Portillo;21 ans;3;-;-;-;-;20042005;Attaquants;
;Casillas;24 ans;38;-;-;-;-;20062007;Gardiens;
30;Codina;23 ans;-;-;-;-;-;20062007;Gardiens;
42;Diego López;24 ans;-;-;-;-;-;20062007;Gardiens;
;Sergio Díaz;20 ans;-;-;-;-;-;20062007;Défenseurs;
2;Míchel Salgado;30 ans;16;-;-;-;-;20062007;Défenseurs;
3;Roberto Carlos;32 ans;23;3;-;-;-;20062007;Défenseurs;
4;Sergio Ramos;19 ans;33;5;-;-;-;20062007;Défenseurs;
5;F. Cannavaro;32 ans;32;-;-;-;-;20062007;Défenseurs;
6;Iván Helguera;30 ans;23;1;-;-;-;20062007;Défenseurs;
11;Cicinho;25 ans;7;-;-;-;-;20062007;Défenseurs;
12;Marcelo;17 ans;6;-;-;-;-;20062007;Défenseurs;
15;Raúl Bravo;24 ans;8;-;-;-;-;20062007;Défenseurs;
18;J. Woodgate;25 ans;-;-;-;-;-;20062007;Défenseurs;
22;Francisco Pavón;25 ans;-;-;-;-;-;20062007;Défenseurs;
25;Miñambres;24 ans;-;-;-;-;-;20062007;Défenseurs;
33;Álvaro Mejía;23 ans;9;-;-;-;-;20062007;Défenseurs;
38;Miguel Torres;19 ans;18;-;-;-;-;20062007;Défenseurs;
;Adrián;17 ans;-;-;-;-;-;20062007;Milieux;
6;M. Diarra;24 ans;33;3;-;-;-;20062007;Milieux;
8;Émerson;29 ans;28;1;-;-;-;20062007;Milieux;
10;Robinho;21 ans;32;6;-;-;-;20062007;Milieux;
12;P. García;28 ans;-;-;-;-;-;20062007;Milieux;
14;Guti;29 ans;30;1;-;-;-;20062007;Milieux;
16;F. Gago;19 ans;13;-;-;-;-;20062007;Milieux;
19;José Antonio Reyes;22 ans;30;6;-;-;-;20062007;Milieux;
23;D. Beckham;30 ans;23;3;-;-;-;20062007;Milieux;
31;De la Red;20 ans;7;-;-;-;-;20062007;Milieux;
35;Javi García;18 ans;-;-;-;-;-;20062007;Milieux;
36;Nieto;19 ans;2;-;-;-;-;20062007;Milieux;
39;Borja Valero;20 ans;-;-;-;-;-;20062007;Milieux;
7;Raúl;28 ans;35;7;-;-;-;20062007;Attaquants;
8;Júlio Baptista;24 ans;-;-;-;-;-;20062007;Attaquants;
9;Ronaldo;29 ans;7;1;-;-;-;20062007;Attaquants;
17;R. van Nistelrooij;29 ans;37;25;-;-;-;20062007;Attaquants;
19;A. Cassano;23 ans;7;1;-;-;-;20062007;Attaquants;
20;G. Higuaín;18 ans;19;2;-;-;-;20062007;Attaquants;
;Casillas;26 ans;38;-;-;-;-;20082009;Gardiens;
25;J. Dudek;34 ans;-;-;-;-;-;20082009;Gardiens;
30;Codina;25 ans;-;-;-;-;-;20082009;Gardiens;
2;Míchel Salgado;32 ans;9;-;-;-;-;20082009;Défenseurs;
3;Pepe;24 ans;26;-;-;-;-;20082009;Défenseurs;
4;Sergio Ramos;21 ans;32;4;-;-;-;20082009;Défenseurs;
5;F. Cannavaro;34 ans;29;-;-;-;-;20082009;Défenseurs;
12;Marcelo;19 ans;27;4;-;-;-;20082009;Défenseurs;
16;G. Heinze;29 ans;24;2;-;-;-;20082009;Défenseurs;
21;C. Metzelder;27 ans;12;-;-;-;-;20082009;Défenseurs;
27;Velayos;20 ans;-;-;-;-;-;20082009;Défenseurs;
32;Chema Antón;18 ans;-;-;-;-;-;20082009;Défenseurs;
34;Agus;22 ans;-;-;-;-;-;20082009;Défenseurs;
36;G. Kagelmacher;19 ans;1;-;-;-;-;20082009;Défenseurs;
38;Miguel Torres;21 ans;14;-;-;-;-;20082009;Défenseurs;
6;M. Diarra;26 ans;9;-;-;-;-;20082009;Milieux;
6;L. Diarra;22 ans;19;-;-;-;-;20082009;Milieux;
10;Robinho;23 ans;-;-;-;-;-;20082009;Milieux;
11;A. Robben;23 ans;29;7;-;-;-;20082009;Milieux;
14;Guti;31 ans;18;3;-;-;-;20082009;Milieux;
15;R. Drenthe;20 ans;40;-;-;-;-;20082009;Milieux;
16;F. Gago;21 ans;26;1;-;-;-;20082009;Milieux;
17;Dani Parejo;18 ans;5;-;-;-;-;20082009;Milieux;
18;J. Faubert;24 ans;2;-;-;-;-;20082009;Milieux;
23;R. van der Vaart;24 ans;32;5;-;-;-;20082009;Milieux;
23;W. Sneijder;23 ans;22;2;-;-;-;20082009;Milieux;
24;Javi García;20 ans;15;-;-;-;-;20082009;Milieux;
31;De la Red;22 ans;7;1;-;-;-;20082009;Milieux;
35;Palanca;20 ans;3;-;-;-;-;20082009;Milieux;
38;Marcos Tébar;21 ans;1;-;-;-;-;20082009;Milieux;
;Jesús Berrocal;19 ans;-;-;-;-;-;20082009;Attaquants;
7;Raúl;30 ans;37;18;-;-;-;20082009;Attaquants;
17;R. van Nistelrooij;31 ans;6;4;-;-;-;20082009;Attaquants;
18;J. Saviola;26 ans;8;1;-;-;-;20082009;Attaquants;
19;K. Huntelaar;24 ans;20;8;-;-;-;20082009;Attaquants;
20;G. Higuaín;20 ans;34;22;-;-;-;20082009;Attaquants;
28;Alberto Bueno;19 ans;3;-;-;-;-;20082009;Attaquants;
;Casillas;27 ans;38;-;-;-;-;20092010;Gardiens;
25;J. Dudek;35 ans;-;-;-;-;-;20092010;Gardiens;
25;Adán;21 ans;-;-;-;-;-;20092010;Gardiens;
40;Tomás Mejías;19 ans;-;-;-;-;-;20092010;Gardiens;
2;Arbeloa;25 ans;30;2;-;-;-;20092010;Défenseurs;
3;Pepe;25 ans;10;1;-;-;-;20092010;Défenseurs;
4;Sergio Ramos;22 ans;33;4;-;-;-;20092010;Défenseurs;
12;Marcelo;20 ans;35;4;-;-;-;20092010;Défenseurs;
18;Raúl Albiol;23 ans;33;-;-;-;-;20092010;Défenseurs;
19;E. Garay;22 ans;20;1;-;-;-;20092010;Défenseurs;
21;C. Metzelder;28 ans;2;-;-;-;-;20092010;Défenseurs;
28;Marcos Alonso;18 ans;1;-;-;-;-;20092010;Défenseurs;
32;David Mateos;21 ans;-;-;-;-;-;20092010;Défenseurs;
36;Juanfran;20 ans;1;-;-;-;-;20092010;Défenseurs;
38;Miguel Torres;22 ans;-;-;-;-;-;20092010;Défenseurs;
6;M. Diarra;27 ans;15;-;-;-;-;20092010;Milieux;
6;L. Diarra;23 ans;23;1;-;-;-;20092010;Milieux;
8;Kaká;26 ans;25;8;-;-;-;20092010;Milieux;
14;Guti;32 ans;26;2;-;-;-;20092010;Milieux;
15;R. Drenthe;21 ans;16;-;-;-;-;20092010;Milieux;
16;F. Gago;22 ans;18;-;-;-;-;20092010;Milieux;
22;Xabi Alonso;27 ans;34;3;-;-;-;20092010;Milieux;
23;R. van der Vaart;25 ans;26;6;-;-;-;20092010;Milieux;
24;Granero;21 ans;31;3;-;-;-;20092010;Milieux;
30;Pedro Mosquera;20 ans;9;-;-;-;-;20092010;Milieux;
;Á. Szalai;21 ans;-;-;-;-;-;20092010;Attaquants;
7;Raúl;31 ans;30;5;-;-;-;20092010;Attaquants;
9;Cristiano Ronaldo;23 ans;29;26;-;-;-;20092010;Attaquants;
9;K. Benzema;21 ans;27;8;-;-;-;20092010;Attaquants;
17;R. van Nistelrooij;32 ans;1;1;-;-;-;20092010;Attaquants;
20;G. Higuaín;21 ans;32;27;-;-;-;20092010;Attaquants;
27;J. Acuña;20 ans;-;-;-;-;-;20092010;Attaquants;
33;Rodrigo;17 ans;-;-;-;-;-;20092010;Attaquants;
34;Raúl Ruiz;18 ans;-;-;-;-;-;20092010;Attaquants;
;Casillas;29 ans;37;-;-;-;-;20112012;Gardiens;
25;Adán;23 ans;1;-;-;-;-;20112012;Gardiens;
25;Fernando Pacheco;18 ans;-;-;-;-;-;20112012;Gardiens;
28;Jesús;22 ans;-;-;-;-;-;20112012;Gardiens;
40;Tomás Mejías;21 ans;-;-;-;-;-;20112012;Gardiens;
;Raúl Ruiz;20 ans;-;-;-;-;-;20112012;Défenseurs;
;Pedro Mendes;20 ans;-;-;-;-;-;20112012;Défenseurs;
2;Ricardo Carvalho;32 ans;8;-;-;-;-;20112012;Défenseurs;
2;Arbeloa;27 ans;26;-;-;-;-;20112012;Défenseurs;
3;Pepe;27 ans;29;1;-;-;-;20112012;Défenseurs;
4;Sergio Ramos;24 ans;34;3;-;-;-;20112012;Défenseurs;
5;R. Varane;17 ans;9;1;-;-;-;20112012;Défenseurs;
6;Nacho;20 ans;-;-;-;-;-;20112012;Défenseurs;
12;Marcelo;22 ans;32;3;-;-;-;20112012;Défenseurs;
15;Fábio Coentrão;22 ans;40;-;-;-;-;20112012;Défenseurs;
18;Raúl Albiol;25 ans;10;-;-;-;-;20112012;Défenseurs;
34;Casado;21 ans;-;-;-;-;-;20112012;Défenseurs;
;Antonio Martínez;20 ans;-;-;-;-;-;20112012;Milieux;
;R. Drenthe;23 ans;-;-;-;-;-;20112012;Milieux;
5;N. Şahin;22 ans;4;-;-;-;-;20112012;Milieux;
6;L. Diarra;25 ans;17;-;-;-;-;20112012;Milieux;
8;Kaká;28 ans;27;5;-;-;-;20112012;Milieux;
16;F. Gago;24 ans;-;-;-;-;-;20112012;Milieux;
16;Hamit Altıntop;28 ans;5;1;-;-;-;20112012;Milieux;
21;Pedro León;24 ans;-;-;-;-;-;20112012;Milieux;
22;Xabi Alonso;29 ans;36;1;-;-;-;20112012;Milieux;
22;Á. Di María;22 ans;23;5;-;-;-;20112012;Milieux;
23;M. Özil;22 ans;35;4;-;-;-;20112012;Milieux;
24;Granero;23 ans;17;-;-;-;-;20112012;Milieux;
24;S. Khedira;23 ans;28;2;-;-;-;20112012;Milieux;
40;Andy;20 ans;-;-;-;-;-;20112012;Milieux;
9;K. Benzema;23 ans;34;21;-;-;-;20112012;Attaquants;
9;Cristiano Ronaldo;25 ans;38;46;-;-;-;20112012;Attaquants;
20;G. Higuaín;23 ans;35;22;-;-;-;20112012;Attaquants;
21;José Callejón;23 ans;25;5;-;-;-;20112012;Attaquants;
28;Jesé;17 ans;1;-;-;-;-;20112012;Attaquants;
29;Álvaro Morata;18 ans;1;-;-;-;-;20112012;Attaquants;
37;M. Díaz;17 ans;-;-;-;-;-;20112012;Attaquants;
39;Joselu;20 ans;-;-;-;-;-;20112012;Attaquants;
;Casillas;30 ans;19;-;-;-;-;20122013;Gardiens;
25;Adán;24 ans;3;-;-;-;-;20122013;Gardiens;
25;Diego López;30 ans;16;-;-;-;-;20122013;Gardiens;
25;Fernando Pacheco;19 ans;-;-;-;-;-;20122013;Gardiens;
28;Jesús;23 ans;1;-;-;-;-;20122013;Gardiens;
;David Mateos;24 ans;-;-;-;-;-;20122013;Défenseurs;
2;Ricardo Carvalho;33 ans;9;-;-;-;-;20122013;Défenseurs;
2;Arbeloa;28 ans;26;-;-;-;-;20122013;Défenseurs;
3;Pepe;28 ans;28;1;-;-;-;20122013;Défenseurs;
4;Sergio Ramos;25 ans;26;4;-;-;-;20122013;Défenseurs;
5;R. Varane;18 ans;15;-;-;-;-;20122013;Défenseurs;
6;Nacho;21 ans;9;-;-;-;-;20122013;Défenseurs;
12;Marcelo;23 ans;14;-;-;-;-;20122013;Défenseurs;
15;Fábio Coentrão;23 ans;32;2;-;-;-;20122013;Défenseurs;
18;Raúl Albiol;26 ans;18;1;-;-;-;20122013;Défenseurs;
36;Juanfran;23 ans;-;-;-;-;-;20122013;Défenseurs;
37;Diego Llorente;18 ans;1;-;-;-;-;20122013;Défenseurs;
;Jota Peleteiro;20 ans;-;-;-;-;-;20122013;Milieux;
;Miguel Herranz;18 ans;-;-;-;-;-;20122013;Milieux;
;D. Cheryshev;21 ans;-;-;-;-;-;20122013;Milieux;
;Antonio Martínez;21 ans;-;-;-;-;-;20122013;Milieux;
;J. Narváez;16 ans;-;-;-;-;-;20122013;Milieux;
5;N. Şahin;23 ans;-;-;-;-;-;20122013;Milieux;
6;L. Diarra;26 ans;2;-;-;-;-;20122013;Milieux;
8;Kaká;29 ans;19;3;-;-;-;20122013;Milieux;
10;L. Modrić;26 ans;33;3;-;-;-;20122013;Milieux;
15;M. Essien;29 ans;21;2;-;-;-;20122013;Milieux;
21;José Callejón;24 ans;30;3;-;-;-;20122013;Milieux;
22;Á. Di María;23 ans;32;7;-;-;-;20122013;Milieux;
22;Xabi Alonso;30 ans;28;-;-;-;-;20122013;Milieux;
23;M. Özil;23 ans;32;9;-;-;-;20122013;Milieux;
24;Granero;24 ans;-;-;-;-;-;20122013;Milieux;
24;S. Khedira;24 ans;25;3;-;-;-;20122013;Milieux;
30;Álex Fernández;19 ans;-;-;-;-;-;20122013;Milieux;
33;Fabinho;18 ans;1;-;-;-;-;20122013;Milieux;
34;José Rodríguez;17 ans;1;-;-;-;-;20122013;Milieux;
38;Casemiro;19 ans;1;-;-;-;-;20122013;Milieux;
39;Omar Mascarell;18 ans;3;-;-;-;-;20122013;Milieux;
9;K. Benzema;24 ans;30;11;-;-;-;20122013;Attaquants;
9;Cristiano Ronaldo;26 ans;34;34;-;-;-;20122013;Attaquants;
20;G. Higuaín;24 ans;28;16;-;-;-;20122013;Attaquants;
28;Jesé;18 ans;-;-;-;-;-;20122013;Attaquants;
29;Álvaro Morata;19 ans;12;2;-;-;-;20122013;Attaquants;
;Casillas;33 ans;-;-;-;-;-;20152016;Gardiens;
1;K. Navas;28 ans;51;-;-;121;3;20152016;Gardiens;
13;Kiko Casilla;28 ans;10;-;-;16;-;20152016;Gardiens;
25;Fernando Pacheco;22 ans;-;-;-;-;-;20152016;Gardiens;
25;Rubén Yáñez;21 ans;1;-;-;-;-;20152016;Gardiens;
2;Arbeloa;31 ans;15;-;-;12;15;20152016;Défenseurs;
2;Dani Carvajal;22 ans;36;1;4;30;55;20152016;Défenseurs;
3;Pepe;31 ans;35;2;1;30;74;20152016;Défenseurs;
3;Nani;17 ans;-;-;-;-;-;20152016;Défenseurs;
4;Sergio Ramos;28 ans;38;3;2;46;101;20152016;Défenseurs;
5;R. Varane;21 ans;38;1;-;28;52;20152016;Défenseurs;
6;Nacho;24 ans;28;2;-;22;45;20152016;Défenseurs;
12;Marcelo;26 ans;47;3;4;76;72;20152016;Défenseurs;
15;Fábio Coentrão;26 ans;-;-;-;-;-;20152016;Défenseurs;
23;Danilo;23 ans;37;2;6;65;67;20152016;Défenseurs;
32;P. Lienhart;18 ans;1;-;-;-;-;20152016;Défenseurs;
34;Álvaro Tejero;18 ans;1;-;-;-;-;20152016;Défenseurs;
8;T. Kroos;24 ans;50;1;11;3383;23;20152016;Milieux;
10;L. Modrić;29 ans;49;3;5;2981;28;20152016;Milieux;
10;J. Rodríguez;23 ans;36;9;8;1284;34;20152016;Milieux;
11;G. Bale;25 ans;37;19;12;952;91;20152016;Milieux;
14;Casemiro;22 ans;40;1;3;1687;23;20152016;Milieux;
16;M. Kovačić;20 ans;34;1;2;1089;10;20152016;Milieux;
16;Lucas Silva;21 ans;6;-;-;-;-;20152016;Milieux;
17;Lucas Vázquez;23 ans;39;4;8;772;19;20152016;Milieux;
21;D. Cheryshev;24 ans;12;2;1;45;5;20152016;Milieux;
22;Isco;22 ans;48;5;10;1678;40;20152016;Milieux;
24;Illarramendi;24 ans;3;-;-;-;-;20152016;Milieux;
26;M. Ødegaard;16 ans;6;-;-;-;-;20152016;Milieux;
27;José Carlos Lazo;18 ans;1;-;-;-;-;20152016;Milieux;
27;Marco Asensio;18 ans;1;-;-;-;-;20152016;Milieux;
36;Marcos Llorente;19 ans;6;-;-;21;-;20152016;Milieux;
9;K. Benzema;27 ans;39;29;7;107;34;20152016;Attaquants;
9;Cristiano Ronaldo;29 ans;53;52;15;256;60;20152016;Attaquants;
28;Jesé;21 ans;44;7;6;24;29;20152016;Attaquants;
37;M. Díaz;21 ans;-;-;-;-;-;20152016;Attaquants;
43;Borja Mayoral;17 ans;21;-;-;9;6;20152016;Attaquants;
;Casillas;28 ans;35;-;-;-;-;20102011;Gardiens;
25;J. Dudek;36 ans;1;-;-;-;-;20102011;Gardiens;
25;Fernando Pacheco;17 ans;-;-;-;-;-;20102011;Gardiens;
25;Adán;22 ans;3;-;-;-;-;20102011;Gardiens;
28;Jesús;21 ans;1;-;-;-;-;20102011;Gardiens;
40;Tomás Mejías;20 ans;1;-;-;-;-;20102011;Gardiens;
;Raúl Goni;21 ans;-;-;-;-;-;20102011;Défenseurs;
2;Arbeloa;26 ans;26;-;-;-;-;20102011;Défenseurs;
2;Ricardo Carvalho;31 ans;33;3;-;-;-;20102011;Défenseurs;
3;Pepe;26 ans;26;1;-;-;-;20102011;Défenseurs;
4;Sergio Ramos;23 ans;31;3;-;-;-;20102011;Défenseurs;
6;Nacho;19 ans;2;-;-;-;-;20102011;Défenseurs;
12;Marcelo;21 ans;32;3;-;-;-;20102011;Défenseurs;
18;Raúl Albiol;24 ans;20;-;-;-;-;20102011;Défenseurs;
19;E. Garay;23 ans;5;-;-;-;-;20102011;Défenseurs;
26;Juankar;19 ans;1;-;-;-;-;20102011;Défenseurs;
32;David Mateos;22 ans;-;-;-;-;-;20102011;Défenseurs;
34;Casado;20 ans;-;-;-;-;-;20102011;Défenseurs;
34;Raúl Ruiz;19 ans;-;-;-;-;-;20102011;Défenseurs;
36;Juanfran;21 ans;-;-;-;-;-;20102011;Défenseurs;
;Javi Hernández;20 ans;-;-;-;-;-;20102011;Milieux;
;Pablo Sarabia;17 ans;-;-;-;-;-;20102011;Milieux;
6;M. Diarra;28 ans;3;-;-;-;-;20102011;Milieux;
6;L. Diarra;24 ans;26;-;-;-;-;20102011;Milieux;
8;Kaká;27 ans;14;7;-;-;-;20102011;Milieux;
16;Sergio Canales;18 ans;10;-;-;-;-;20102011;Milieux;
16;F. Gago;23 ans;4;-;-;-;-;20102011;Milieux;
21;Pedro León;23 ans;6;-;-;-;-;20102011;Milieux;
22;Xabi Alonso;28 ans;34;-;-;-;-;20102011;Milieux;
22;Á. Di María;21 ans;35;6;-;-;-;20102011;Milieux;
23;R. van der Vaart;26 ans;-;-;-;-;-;20102011;Milieux;
23;M. Özil;21 ans;36;6;-;-;-;20102011;Milieux;
24;Granero;22 ans;19;1;-;-;-;20102011;Milieux;
24;S. Khedira;22 ans;25;-;-;-;-;20102011;Milieux;
30;Álex Fernández;17 ans;1;-;-;-;-;20102011;Milieux;
38;Mandi;20 ans;-;-;-;-;-;20102011;Milieux;
6;E. Adebayor;25 ans;14;5;-;-;-;20102011;Attaquants;
9;Cristiano Ronaldo;24 ans;34;40;-;-;-;20102011;Attaquants;
9;K. Benzema;22 ans;33;15;-;-;-;20102011;Attaquants;
20;G. Higuaín;22 ans;17;10;-;-;-;20102011;Attaquants;
29;Álvaro Morata;17 ans;1;-;-;-;-;20102011;Attaquants;
39;Joselu;19 ans;1;1;-;-;-;20102011;Attaquants;
;Casillas;31 ans;2;-;-;-;-;20132014;Gardiens;
25;Diego López;31 ans;36;-;-;-;-;20132014;Gardiens;
25;Adán;25 ans;-;-;-;-;-;20132014;Gardiens;
28;Jesús;24 ans;-;-;-;-;-;20132014;Gardiens;
